code,binned,age,sex,population_2015,population_2016,population_2017,population_2018
E07000026,"(25, 35]",610,30,9939,9952,10013,10154
E07000026,"(35, 45]",810,30,11111,10872,10506,10358
E07000026,"(45, 55]",1010,30,15054,15097,15263,15097
E07000026,"(55, 65]",1210,30,13406,13499,13537,13822
E07000026,"(65, 90]",3900,75,21154,21627,22032,22330
E07000027,"(15, 18]",102,9,2405,2350,2263,2189
E07000027,"(18, 25]",308,21,5418,5324,5273,5265
E07000027,"(25, 35]",610,30,7816,7835,7868,7986
E07000027,"(35, 45]",810,30,8020,7765,7381,7236
E07000027,"(45, 55]",1010,30,10343,10338,10378,10267
E07000027,"(55, 65]",1210,30,8499,8584,8607,8766
E07000027,"(65, 90]",3900,75,13326,13448,13575,13665
E07000028,"(15, 18]",102,9,3464,3310,3290,3243
E07000028,"(18, 25]",308,21,9305,9129,8720,8289
E07000028,"(25, 35]",610,30,12677,12603,12504,12592
E07000028,"(35, 45]",810,30,13111,12979,12667,12598
E07000028,"(45, 55]",1010,30,15940,15861,15896,15754
E07000028,"(55, 65]",1210,30,13924,14107,14375,14659
E07000028,"(65, 90]",3900,75,20804,21275,21639,22034
E07000029,"(15, 18]",102,9,2359,2182,2054,2015
E07000029,"(18, 25]",308,21,5176,5151,4982,4768
E07000029,"(25, 35]",610,30,7862,7794,7672,7749
E07000029,"(35, 45]",810,30,8124,7917,7596,7451
E07000029,"(45, 55]",1010,30,10935,10777,10661,10451
E07000029,"(55, 65]",1210,30,9641,9662,9703,9995
E07000029,"(65, 90]",3900,75,13965,14186,14368,14421
E07000030,"(15, 18]",102,9,1788,1743,1641,1581
E07000030,"(18, 25]",308,21,3394,3344,3199,3058
E07000030,"(25, 35]",610,30,4815,4843,4928,4969
E07000030,"(35, 45]",810,30,5782,5602,5466,5374
E07000030,"(45, 55]",1010,30,8476,8445,8447,8341
E07000030,"(55, 65]",1210,30,7833,7918,8009,8232
E07000030,"(65, 90]",3900,75,12392,12735,13041,13263
E07000031,"(15, 18]",102,9,3496,3435,3328,3372
E07000031,"(18, 25]",308,21,6245,6330,6335,6287
E07000031,"(25, 35]",610,30,9224,9081,9063,9106
E07000031,"(35, 45]",810,30,11569,11219,10983,10719
E07000031,"(45, 55]",1010,30,16039,16003,16088,15918
E07000031,"(55, 65]",1210,30,15168,15165,15494,15891
E07000031,"(65, 90]",3900,75,26605,27181,27513,27802
E07000032,"(15, 18]",102,9,4341,4258,4095,3965
E07000032,"(18, 25]",308,21,9069,9114,9056,8871
E07000032,"(25, 35]",610,30,13664,13606,13907,14251
E07000032,"(35, 45]",810,30,15823,15599,15339,14912
E07000032,"(45, 55]",1010,30,19268,19576,19800,20051
E07000032,"(55, 65]",1210,30,16310,16313,16587,16914
E07000032,"(65, 90]",3900,75,24735,25406,25898,26395
E07000033,"(15, 18]",102,9,2765,2697,2670,2490
E07000033,"(18, 25]",308,21,6289,6260,6144,6137
E07000033,"(25, 35]",610,30,9412,9548,9830,9909
E07000033,"(35, 45]",810,30,9788,9595,9352,9231
E07000033,"(45, 55]",1010,30,11948,12043,12394,12529
E07000033,"(55, 65]",1210,30,9611,9723,9947,10180
E07000033,"(65, 90]",3900,75,14244,14554,14765,14959
E07000034,"(15, 18]",102,9,3741,3584,3468,3181
E07000034,"(18, 25]",308,21,8591,8517,8326,8151
E07000034,"(25, 35]",610,30,12465,12473,12681,12904
E07000034,"(35, 45]",810,30,13277,13006,12706,12406
E07000034,"(45, 55]",1010,30,15732,15832,15850,15966
E07000034,"(55, 65]",1210,30,13118,13247,13409,13588
E07000034,"(65, 90]",3900,75,19875,20259,20536,20662
E07000035,"(15, 18]",102,9,2532,2531,2394,2295
E07000035,"(18, 25]",308,21,4392,4269,4290,4233
E07000035,"(25, 35]",610,30,5746,5932,6071,6102
E07000035,"(35, 45]",810,30,7950,7685,7528,7259
E07000035,"(45, 55]",1010,30,11765,11796,11835,11827
E07000035,"(55, 65]",1210,30,10671,10764,10802,10975
E07000035,"(65, 90]",3900,75,17152,17527,17955,18367
E07000036,"(15, 18]",102,9,3967,3813,3643,3576
E07000036,"(18, 25]",308,21,9143,8933,8741,8427
E07000036,"(25, 35]",610,30,13960,14172,14300,14551
E07000036,"(35, 45]",810,30,14732,14395,14153,13879
E07000036,"(45, 55]",1010,30,17729,18035,18106,17968
E07000036,"(55, 65]",1210,30,13406,13592,13830,14158
E07000036,"(65, 90]",3900,75,21199,21564,21865,22149
E07000037,"(15, 18]",102,9,3375,3300,3222,2947
E07000037,"(18, 25]",308,21,7353,7161,6987,6680
E07000037,"(25, 35]",610,30,9734,9917,10098,10476
E07000037,"(35, 45]",810,30,11258,10947,10706,10462
E07000037,"(45, 55]",1010,30,14939,15035,15023,14848
E07000037,"(55, 65]",1210,30,12224,12330,12614,12977
E07000037,"(65, 90]",3900,75,16931,17426,17803,18135
E07000038,"(15, 18]",102,9,3351,3208,3123,3071
E07000038,"(18, 25]",308,21,7238,7193,7038,6834
E07000038,"(25, 35]",610,30,10072,10345,10501,10792
E07000038,"(35, 45]",810,30,11772,11608,11281,11060
E07000038,"(45, 55]",1010,30,15218,15246,15399,15401
E07000038,"(55, 65]",1210,30,13702,13765,13878,14116
E07000038,"(65, 90]",3900,75,22258,22814,23159,23421
E07000039,"(15, 18]",102,9,3842,3842,3739,3657
E07000039,"(18, 25]",308,21,7210,7191,7280,7433
E07000039,"(25, 35]",610,30,12041,12212,12782,13213
E07000039,"(35, 45]",810,30,13755,13661,13485,13402
E07000039,"(45, 55]",1010,30,15440,15680,16109,16384
E07000039,"(55, 65]",1210,30,11945,12078,12368,12839
E07000039,"(65, 90]",3900,75,16223,16723,17229,17863
E07000040,"(15, 18]",102,9,4602,4493,4341,4265
E07000040,"(18, 25]",308,21,8207,8013,7838,7774
E07000040,"(25, 35]",610,30,12035,12328,12775,13271
E07000040,"(35, 45]",810,30,14484,14474,14549,14450
E07000040,"(45, 55]",1010,30,19119,19476,19629,19941
E07000040,"(55, 65]",1210,30,19169,19343,19743,20232
E07000040,"(65, 90]",3900,75,39097,39926,40761,41419
E07000041,"(15, 18]",102,9,3996,3847,3936,3843
E07000041,"(18, 25]",308,21,23988,24545,24160,23776
E07000041,"(25, 35]",610,30,18349,19094,20060,21348
E07000041,"(35, 45]",810,30,14560,14571,14540,14598
E07000041,"(45, 55]",1010,30,14731,14799,14793,14794
E07000041,"(55, 65]",1210,30,11818,11825,11979,12186
E07000041,"(65, 90]",3900,75,18738,19142,19458,19688
E07000042,"(15, 18]",102,9,2959,2906,2814,2765
E07000042,"(18, 25]",308,21,5219,5061,5104,5263
E07000042,"(25, 35]",610,30,7985,8108,8199,8249
E07000042,"(35, 45]",810,30,9347,9179,9004,8969
E07000042,"(45, 55]",1010,30,11852,11965,12123,12277
E07000042,"(55, 65]",1210,30,10664,10729,10947,11106
E07000042,"(65, 90]",3900,75,16934,17346,17673,17981
E07000043,"(15, 18]",102,9,3226,3037,3022,2953
E07000043,"(18, 25]",308,21,6468,6395,6219,6035
E07000043,"(25, 35]",610,30,9574,9703,9865,9874
E07000043,"(35, 45]",810,30,10625,10574,10418,10425
E07000043,"(45, 55]",1010,30,13830,13826,13940,13956
E07000043,"(55, 65]",1210,30,12478,12642,12929,13284
E07000043,"(65, 90]",3900,75,21911,22234,22564,22912
E07000044,"(15, 18]",102,9,2847,2735,2763,2668
E07000044,"(18, 25]",308,21,4997,4837,4557,4540
E07000044,"(25, 35]",610,30,7220,7207,7315,7446
E07000044,"(35, 45]",810,30,8903,8703,8656,8696
E07000044,"(45, 55]",1010,30,13166,13033,13022,12856
E07000044,"(55, 65]",1210,30,13053,13164,13283,13567
E07000044,"(65, 90]",3900,75,21252,21762,22325,22796
E07000045,"(15, 18]",102,9,4299,4192,4095,3967
E07000045,"(18, 25]",308,21,8167,7903,7889,7764
E07000045,"(25, 35]",610,30,12508,12641,12965,13360
E07000045,"(35, 45]",810,30,14328,14285,14141,14113
E07000045,"(45, 55]",1010,30,19574,19725,19801,19671
E07000045,"(55, 65]",1210,30,18019,18241,18811,19404
E07000045,"(65, 90]",3900,75,31061,31700,32372,32973
E07000046,"(15, 18]",102,9,2114,2090,2087,2021
E07000046,"(18, 25]",308,21,4295,4095,4016,3914
E07000046,"(25, 35]",610,30,6005,6183,6319,6431
E07000046,"(35, 45]",810,30,7151,7067,6913,6747
E07000046,"(45, 55]",1010,30,9622,9783,9933,9918
E07000046,"(55, 65]",1210,30,10115,10218,10306,10535
E07000046,"(65, 90]",3900,75,16151,16649,17156,17466
E07000047,"(15, 18]",102,9,1878,1778,1754,1632
E07000047,"(18, 25]",308,21,3066,3011,2901,2989
E07000047,"(25, 35]",610,30,4874,4874,4956,4932
E07000047,"(35, 45]",810,30,5754,5709,5712,5593
E07000047,"(45, 55]",1010,30,8533,8550,8534,8432
E07000047,"(55, 65]",1210,30,8183,8198,8380,8644
E07000047,"(65, 90]",3900,75,13504,13856,14209,14446
E07000048,"(15, 18]",102,9,1564,1601,1579,1534
E07000048,"(18, 25]",308,21,3000,2960,2823,2879
E07000048,"(25, 35]",610,30,4165,4209,4264,4328
E07000048,"(35, 45]",810,30,5202,5220,5199,5141
E07000048,"(45, 55]",1010,30,6673,6835,6826,6914
E07000048,"(55, 65]",1210,30,6227,6194,6310,6434
E07000048,"(65, 90]",3900,75,14662,14857,14951,15050
E07000049,"(15, 18]",102,9,2836,2770,2741,2642
E07000049,"(18, 25]",308,21,5242,5061,4882,4893
E07000049,"(25, 35]",610,30,6818,6999,7224,7272
E07000049,"(35, 45]",810,30,9193,9053,8760,8793
E07000049,"(45, 55]",1010,30,12735,12730,12711,12584
E07000049,"(55, 65]",1210,30,12530,12475,12639,12817
E07000049,"(65, 90]",3900,75,25842,26342,26674,26971
E07000050,"(15, 18]",102,9,2853,2872,2769,2610
E07000050,"(18, 25]",308,21,4664,4398,4368,4110
E07000050,"(25, 35]",610,30,7115,7231,7166,6951
E07000050,"(35, 45]",810,30,7980,7922,7706,7641
E07000050,"(45, 55]",1010,30,10121,10152,10232,10159
E07000050,"(55, 65]",1210,30,9422,9597,9740,9995
E07000050,"(65, 90]",3900,75,16320,16694,17085,17359
E07000051,"(15, 18]",102,9,1575,1529,1477,1437
E07000051,"(18, 25]",308,21,3040,3019,2911,2868
E07000051,"(25, 35]",610,30,4282,4292,4453,4527
E07000051,"(35, 45]",810,30,5063,4976,4927,4817
E07000051,"(45, 55]",1010,30,6680,6693,6610,6616
E07000051,"(55, 65]",1210,30,6573,6569,6739,6886
E07000051,"(65, 90]",3900,75,11520,11827,12134,12350
E07000052,"(15, 18]",102,9,3573,3521,3381,3348
E07000052,"(18, 25]",308,21,5554,5333,5206,5036
E07000052,"(25, 35]",610,30,8086,8314,8398,8511
E07000052,"(35, 45]",810,30,10335,10080,9928,9740
E07000052,"(45, 55]",1010,30,14775,14954,14895,14810
E07000052,"(55, 65]",1210,30,14938,14976,15166,15655
E07000052,"(65, 90]",3900,75,27942,28652,29295,29998
E07000053,"(15, 18]",102,9,2342,2219,2185,2059
E07000053,"(18, 25]",308,21,4792,4654,4478,4384
E07000053,"(25, 35]",610,30,6669,6720,6675,6829
E07000053,"(35, 45]",810,30,7280,7089,7082,6884
E07000053,"(45, 55]",1010,30,9593,9597,9705,9643
E07000053,"(55, 65]",1210,30,9064,9170,9291,9608
E07000053,"(65, 90]",3900,75,14741,15208,15571,15758
E07000061,"(15, 18]",102,9,3616,3498,3431,3231
E07000061,"(18, 25]",308,21,8240,8110,8033,7952
E07000061,"(25, 35]",610,30,11704,11672,11382,10999
E07000061,"(35, 45]",810,30,11981,12083,12041,11981
E07000061,"(45, 55]",1010,30,13706,13790,13954,14023
E07000061,"(55, 65]",1210,30,11944,12175,12341,12618
E07000061,"(65, 90]",3900,75,23521,24018,24344,24543
E07000062,"(15, 18]",102,9,3412,3247,3189,3083
E07000062,"(18, 25]",308,21,7641,7706,7479,7226
E07000062,"(25, 35]",610,30,11228,11463,11471,11346
E07000062,"(35, 45]",810,30,11375,11203,11005,10955
E07000062,"(45, 55]",1010,30,13641,13775,13866,13898
E07000062,"(55, 65]",1210,30,11159,11343,11518,11808
E07000062,"(65, 90]",3900,75,16391,16845,17011,17313
E07000063,"(15, 18]",102,9,3519,3420,3459,3403
E07000063,"(18, 25]",308,21,6482,6486,6438,6336
E07000063,"(25, 35]",610,30,9868,9885,10020,9897
E07000063,"(35, 45]",810,30,11626,11719,11553,11499
E07000063,"(45, 55]",1010,30,15135,15178,15226,15237
E07000063,"(55, 65]",1210,30,13214,13259,13414,13617
E07000063,"(65, 90]",3900,75,23600,24066,24496,24960
E07000064,"(15, 18]",102,9,3161,2996,2887,2773
E07000064,"(18, 25]",308,21,5562,5697,5620,5609
E07000064,"(25, 35]",610,30,7280,7350,7646,7903
E07000064,"(35, 45]",810,30,8925,8882,8702,8547
E07000064,"(45, 55]",1010,30,13345,13418,13533,13401
E07000064,"(55, 65]",1210,30,13478,13500,13737,14076
E07000064,"(65, 90]",3900,75,27323,28014,28716,29048
E07000065,"(15, 18]",102,9,5585,5537,5337,5191
E07000065,"(18, 25]",308,21,9706,9677,9408,9485
E07000065,"(25, 35]",610,30,13832,14108,14454,14686
E07000065,"(35, 45]",810,30,17870,17542,17165,16988
E07000065,"(45, 55]",1010,30,24136,24312,24520,24584
E07000065,"(55, 65]",1210,30,21292,21577,21919,22432
E07000065,"(65, 90]",3900,75,37393,38222,38940,39381
E07000066,"(15, 18]",102,9,6744,6687,6426,6283
E07000066,"(18, 25]",308,21,14469,14274,14131,14165
E07000066,"(25, 35]",610,30,24436,24840,24963,25316
E07000066,"(35, 45]",810,30,24349,24411,24302,24359
E07000066,"(45, 55]",1010,30,25870,26050,26019,26037
E07000066,"(55, 65]",1210,30,19858,20100,20511,20695
E07000066,"(65, 90]",3900,75,29308,29737,29982,30258
E07000067,"(15, 18]",102,9,5430,5259,5183,5043
E07000067,"(18, 25]",308,21,10574,10446,10246,9964
E07000067,"(25, 35]",610,30,17773,17932,17954,17715
E07000067,"(35, 45]",810,30,19994,19612,19272,18969
E07000067,"(45, 55]",1010,30,22621,22896,23123,23190
E07000067,"(55, 65]",1210,30,18196,18278,18455,18784
E07000067,"(65, 90]",3900,75,27043,27755,28388,28772
E07000068,"(15, 18]",102,9,2827,2762,2691,2657
E07000068,"(18, 25]",308,21,5432,5389,5235,5205
E07000068,"(25, 35]",610,30,8956,9003,8893,8917
E07000068,"(35, 45]",810,30,10117,10014,9997,9928
E07000068,"(45, 55]",1010,30,11863,11889,11800,11519
E07000068,"(55, 65]",1210,30,8662,8813,8999,9238
E07000068,"(65, 90]",3900,75,14649,14788,14812,14791
E07000069,"(15, 18]",102,9,3255,3202,3121,2887
E07000069,"(18, 25]",308,21,6818,6774,6654,6594
E07000069,"(25, 35]",610,30,8915,9159,9341,9517
E07000069,"(35, 45]",810,30,10119,10032,9816,9775
E07000069,"(45, 55]",1010,30,12999,13051,12954,12777
E07000069,"(55, 65]",1210,30,11615,11533,11627,11686
E07000069,"(65, 90]",3900,75,20715,21081,21345,21584
E07000070,"(15, 18]",102,9,5925,5838,5877,5817
E07000070,"(18, 25]",308,21,13486,13344,13032,12739
E07000070,"(25, 35]",610,30,22238,22440,22917,22787
E07000070,"(35, 45]",810,30,23571,23677,23707,23743
E07000070,"(45, 55]",1010,30,24920,25129,25496,25587
E07000070,"(55, 65]",1210,30,19683,19819,20043,20498
E07000070,"(65, 90]",3900,75,30639,31133,31627,32055
E07000071,"(15, 18]",102,9,6271,6225,6285,6154
E07000071,"(18, 25]",308,21,21193,21330,21245,21286
E07000071,"(25, 35]",610,30,25376,26136,27183,27992
E07000071,"(35, 45]",810,30,24159,24306,24225,24231
E07000071,"(45, 55]",1010,30,24659,25034,25353,25585
E07000071,"(55, 65]",1210,30,19188,19283,19493,19819
E07000071,"(65, 90]",3900,75,29700,30333,30836,31295
E07000072,"(15, 18]",102,9,4438,4400,4319,4231
E07000072,"(18, 25]",308,21,9797,9661,9575,9351
E07000072,"(25, 35]",610,30,15425,15578,15662,15846
E07000072,"(35, 45]",810,30,17298,17204,16971,16967
E07000072,"(45, 55]",1010,30,19616,19708,19824,19659
E07000072,"(55, 65]",1210,30,14923,15114,15509,15880
E07000072,"(65, 90]",3900,75,23794,24033,24209,24381
E07000073,"(15, 18]",102,9,3067,3036,2892,2798
E07000073,"(18, 25]",308,21,6834,6750,6661,6597
E07000073,"(25, 35]",610,30,12660,12657,12598,12582
E07000073,"(35, 45]",810,30,11332,11446,11522,11651
E07000073,"(45, 55]",1010,30,11668,11622,11551,11434
E07000073,"(55, 65]",1210,30,9048,9254,9444,9658
E07000073,"(65, 90]",3900,75,12346,12443,12445,12466
E07000074,"(15, 18]",102,9,2300,2271,2245,2063
E07000074,"(18, 25]",308,21,4033,4075,4015,4137
E07000074,"(25, 35]",610,30,5545,5603,5746,5876
E07000074,"(35, 45]",810,30,7511,7324,7257,6979
E07000074,"(45, 55]",1010,30,9981,10132,10168,10232
E07000074,"(55, 65]",1210,30,9087,9143,9245,9398
E07000074,"(65, 90]",3900,75,13946,14424,14834,15164
E07000075,"(15, 18]",102,9,3178,3134,2932,2886
E07000075,"(18, 25]",308,21,6182,6188,6243,6242
E07000075,"(25, 35]",610,30,8307,8566,8830,9079
E07000075,"(35, 45]",810,30,10863,10653,10456,10254
E07000075,"(45, 55]",1010,30,13014,13204,13403,13399
E07000075,"(55, 65]",1210,30,10736,10835,10861,11248
E07000075,"(65, 90]",3900,75,18240,18483,18771,18922
E07000076,"(15, 18]",102,9,4867,4787,4570,4274
E07000076,"(18, 25]",308,21,9640,9592,9581,9503
E07000076,"(25, 35]",610,30,12122,12496,12931,13375
E07000076,"(35, 45]",810,30,14132,13914,13653,13521
E07000076,"(45, 55]",1010,30,19362,19646,19686,19475
E07000076,"(55, 65]",1210,30,19285,19542,20071,20602
E07000076,"(65, 90]",3900,75,39372,40078,40585,40939
E07000077,"(15, 18]",102,9,3340,3310,3263,3259
E07000077,"(18, 25]",308,21,5461,5336,5391,5490
E07000077,"(25, 35]",610,30,8612,8642,8865,9080
E07000077,"(35, 45]",810,30,11554,11544,11607,11634
E07000077,"(45, 55]",1010,30,13679,13905,14074,14219
E07000077,"(55, 65]",1210,30,10379,10579,10928,11369
E07000077,"(65, 90]",3900,75,15261,15747,16083,16411
E07000078,"(15, 18]",102,9,4255,4094,4072,4025
E07000078,"(18, 25]",308,21,11688,11612,11295,11249
E07000078,"(25, 35]",610,30,16928,16669,16354,15981
E07000078,"(35, 45]",810,30,14770,14967,14964,14818
E07000078,"(45, 55]",1010,30,15952,15986,15871,15811
E07000078,"(55, 65]",1210,30,12552,12653,12929,13182
E07000078,"(65, 90]",3900,75,20210,20655,21014,21348
E07000079,"(15, 18]",102,9,2940,2866,2828,2630
E07000079,"(18, 25]",308,21,5876,5816,5762,5888
E07000079,"(25, 35]",610,30,7348,7330,7512,7840
E07000079,"(35, 45]",810,30,10194,9968,9935,9831
E07000079,"(45, 55]",1010,30,13498,13639,13885,13908
E07000079,"(55, 65]",1210,30,11944,12160,12558,12833
E07000079,"(65, 90]",3900,75,19895,20392,20816,21495
E07000080,"(15, 18]",102,9,3489,3383,3288,3223
E07000080,"(18, 25]",308,21,6407,6412,6279,6258
E07000080,"(25, 35]",610,30,7727,7889,8139,8269
E07000080,"(35, 45]",810,30,9464,9233,8987,8853
E07000080,"(45, 55]",1010,30,13212,13384,13366,13280
E07000080,"(55, 65]",1210,30,11971,12102,12365,12544
E07000080,"(65, 90]",3900,75,18500,19033,19369,19792
E07000081,"(15, 18]",102,9,4680,4618,4574,4375
E07000081,"(18, 25]",308,21,11341,11172,11170,11155
E07000081,"(25, 35]",610,30,18116,18157,18104,17771
E07000081,"(35, 45]",810,30,16569,16498,16457,16480
E07000081,"(45, 55]",1010,30,18345,18498,18577,18449
E07000081,"(55, 65]",1210,30,13538,13856,14245,14653
E07000081,"(65, 90]",3900,75,19169,19615,19943,20351
E07000082,"(15, 18]",102,9,4113,4230,4134,4068
E07000082,"(18, 25]",308,21,7679,7298,7303,7261
E07000082,"(25, 35]",610,30,11282,11573,11654,11766
E07000082,"(35, 45]",810,30,15134,14918,14596,14289
E07000082,"(45, 55]",1010,30,18339,18363,18609,18724
E07000082,"(55, 65]",1210,30,15677,15806,15991,16388
E07000082,"(65, 90]",3900,75,23626,24245,24729,25197
E07000083,"(15, 18]",102,9,2844,2877,2927,2844
E07000083,"(18, 25]",308,21,5486,5434,5333,5487
E07000083,"(25, 35]",610,30,9715,10008,10401,10858
E07000083,"(35, 45]",810,30,10917,11076,11236,11447
E07000083,"(45, 55]",1010,30,13242,13318,13485,13570
E07000083,"(55, 65]",1210,30,11052,11274,11520,11836
E07000083,"(65, 90]",3900,75,17899,18441,18840,19302
E07000084,"(15, 18]",102,9,6237,6129,5971,5719
E07000084,"(18, 25]",308,21,11996,12026,11690,11986
E07000084,"(25, 35]",610,30,23273,23144,22920,22452
E07000084,"(35, 45]",810,30,24917,24807,24509,24352
E07000084,"(45, 55]",1010,30,26888,26851,26993,26798
E07000084,"(55, 65]",1210,30,19218,19655,19956,20557
E07000084,"(65, 90]",3900,75,26868,27491,27968,28501
E07000085,"(15, 18]",102,9,4709,4408,4264,4299
E07000085,"(18, 25]",308,21,7793,7539,7550,7632
E07000085,"(25, 35]",610,30,10803,10657,10745,11059
E07000085,"(35, 45]",810,30,14628,14500,14172,13979
E07000085,"(45, 55]",1010,30,18999,19006,18904,18890
E07000085,"(55, 65]",1210,30,15510,15754,16094,16425
E07000085,"(65, 90]",3900,75,24765,25329,26013,26586
E07000086,"(15, 18]",102,9,4559,4440,4333,4265
E07000086,"(18, 25]",308,21,9440,9158,9018,8877
E07000086,"(25, 35]",610,30,16287,16243,16449,16691
E07000086,"(35, 45]",810,30,17299,17294,17192,17347
E07000086,"(45, 55]",1010,30,18878,18874,18958,18959
E07000086,"(55, 65]",1210,30,15400,15572,15795,16095
E07000086,"(65, 90]",3900,75,22537,23270,23765,24247
E07000087,"(15, 18]",102,9,4171,4136,4096,3912
E07000087,"(18, 25]",308,21,8372,8274,8018,7885
E07000087,"(25, 35]",610,30,12369,12472,12548,12603
E07000087,"(35, 45]",810,30,14180,14020,13817,13623
E07000087,"(45, 55]",1010,30,17704,17773,17785,17602
E07000087,"(55, 65]",1210,30,14355,14619,14980,15272
E07000087,"(65, 90]",3900,75,24631,25024,25428,25852
E07000088,"(15, 18]",102,9,3046,3069,3103,2975
E07000088,"(18, 25]",308,21,7093,7052,6819,6798
E07000088,"(25, 35]",610,30,10748,10977,10959,10835
E07000088,"(35, 45]",810,30,10497,10466,10163,10042
E07000088,"(45, 55]",1010,30,12116,12082,12081,11972
E07000088,"(55, 65]",1210,30,9925,10109,10374,10631
E07000088,"(65, 90]",3900,75,15328,15681,15982,16146
E07000089,"(15, 18]",102,9,3500,3413,3425,3334
E07000089,"(18, 25]",308,21,5779,5566,5401,5525
E07000089,"(25, 35]",610,30,10307,10239,10136,10227
E07000089,"(35, 45]",810,30,13916,13973,13826,13698
E07000089,"(45, 55]",1010,30,14713,14753,14987,15044
E07000089,"(55, 65]",1210,30,10587,10695,10890,11185
E07000089,"(65, 90]",3900,75,16786,17257,17709,17980
E07000090,"(15, 18]",102,9,4594,4486,4365,4103
E07000090,"(18, 25]",308,21,9720,9653,9538,9660
E07000090,"(25, 35]",610,30,13091,13549,13946,14134
E07000090,"(35, 45]",810,30,13610,13274,13138,13135
E07000090,"(45, 55]",1010,30,18081,18036,18077,17906
E07000090,"(55, 65]",1210,30,15587,15892,16386,16842
E07000090,"(65, 90]",3900,75,26762,27206,27596,27844
E07000091,"(15, 18]",102,9,5832,5740,5632,5443
E07000091,"(18, 25]",308,21,11370,11052,10782,10733
E07000091,"(25, 35]",610,30,16068,16079,16310,16452
E07000091,"(35, 45]",810,30,19649,19311,18715,18246
E07000091,"(45, 55]",1010,30,26108,26119,26013,25709
E07000091,"(55, 65]",1210,30,24586,24698,24978,25332
E07000091,"(65, 90]",3900,75,46909,47869,48627,49342
E07000092,"(15, 18]",102,9,3366,3296,3164,3027
E07000092,"(18, 25]",308,21,8253,8254,7900,7489
E07000092,"(25, 35]",610,30,14704,15090,14901,14666
E07000092,"(35, 45]",810,30,14297,14286,14242,14008
E07000092,"(45, 55]",1010,30,13876,14005,14001,13963
E07000092,"(55, 65]",1210,30,9239,9471,9686,9984
E07000092,"(65, 90]",3900,75,12415,12558,12820,12980
E07000093,"(15, 18]",102,9,4173,4143,4131,4047
E07000093,"(18, 25]",308,21,8130,8053,7808,7664
E07000093,"(25, 35]",610,30,12777,13160,13562,13749
E07000093,"(35, 45]",810,30,15929,15766,15617,15563
E07000093,"(45, 55]",1010,30,18819,19042,19056,19132
E07000093,"(55, 65]",1210,30,15209,15218,15483,15900
E07000093,"(65, 90]",3900,75,23718,24468,25138,25578
E07000094,"(15, 18]",102,9,4883,4841,4776,4738
E07000094,"(18, 25]",308,21,11578,11795,11830,11567
E07000094,"(25, 35]",610,30,12115,12120,12174,11984
E07000094,"(35, 45]",810,30,15510,15652,15404,15134
E07000094,"(45, 55]",1010,30,17639,17656,17665,17836
E07000094,"(55, 65]",1210,30,14341,14495,14714,15021
E07000094,"(65, 90]",3900,75,23446,23989,24477,24970
E07000095,"(15, 18]",102,9,3631,3533,3414,3340
E07000095,"(18, 25]",308,21,7487,7441,7296,7260
E07000095,"(25, 35]",610,30,12741,12744,12644,12637
E07000095,"(35, 45]",810,30,12802,12854,12731,12658
E07000095,"(45, 55]",1010,30,14094,14199,14240,14103
E07000095,"(55, 65]",1210,30,10209,10370,10525,10828
E07000095,"(65, 90]",3900,75,16088,16301,16384,16417
E07000096,"(15, 18]",102,9,5419,5326,5272,5283
E07000096,"(18, 25]",308,21,10719,10539,10216,9995
E07000096,"(25, 35]",610,30,20048,20221,20447,20263
E07000096,"(35, 45]",810,30,21368,21590,21544,21700
E07000096,"(45, 55]",1010,30,22287,22375,22414,22249
E07000096,"(55, 65]",1210,30,17286,17611,17966,18505
E07000096,"(65, 90]",3900,75,23888,24248,24567,24877
E07000098,"(15, 18]",102,9,3842,3768,3715,3729
E07000098,"(18, 25]",308,21,7408,7343,7073,7034
E07000098,"(25, 35]",610,30,13160,12891,12892,12525
E07000098,"(35, 45]",810,30,13977,14111,13957,13981
E07000098,"(45, 55]",1010,30,14970,15058,15019,14946
E07000098,"(55, 65]",1210,30,11185,11228,11517,11835
E07000098,"(65, 90]",3900,75,17283,17577,17825,17972
E07000099,"(15, 18]",102,9,4578,4490,4444,4290
E07000099,"(18, 25]",308,21,8671,8559,8334,8118
E07000099,"(25, 35]",610,30,16522,16463,16465,16144
E07000099,"(35, 45]",810,30,18976,19262,19232,19258
E07000099,"(45, 55]",1010,30,19641,19730,19826,19797
E07000099,"(55, 65]",1210,30,14693,14780,15061,15434
E07000099,"(65, 90]",3900,75,22824,23357,23761,23891
E07000102,"(15, 18]",102,9,3508,3436,3392,3296
E07000102,"(18, 25]",308,21,6130,6100,5872,5865
E07000102,"(25, 35]",610,30,10814,10962,10703,10440
E07000102,"(35, 45]",810,30,13141,13236,13354,13561
E07000102,"(45, 55]",1010,30,13905,13974,14006,14013
E07000102,"(55, 65]",1210,30,10253,10348,10514,10758
E07000102,"(65, 90]",3900,75,15511,15820,15954,16080
E07000103,"(15, 18]",102,9,3310,3240,3251,3246
E07000103,"(18, 25]",308,21,7272,7152,6962,6872
E07000103,"(25, 35]",610,30,17003,16493,15957,15418
E07000103,"(35, 45]",810,30,15143,15325,15511,15659
E07000103,"(45, 55]",1010,30,12508,12713,12782,12878
E07000103,"(55, 65]",1210,30,8628,8820,8973,9152
E07000103,"(65, 90]",3900,75,11520,11684,11788,11949
