code,binned,age,sex,population_2015,population_2016,population_2017,population_2018
E07000178,"(55, 65]",1210,30,12131,12199,12292,12513
E07000178,"(65, 90]",3900,75,16936,17277,17479,17690
E07000179,"(15, 18]",102,9,5001,4939,4850,4762
E07000179,"(18, 25]",308,21,9019,8871,8502,8439
E07000179,"(25, 35]",610,30,15346,15513,15601,15486
E07000179,"(35, 45]",810,30,18647,18448,18124,18007
E07000179,"(45, 55]",1010,30,21319,21437,21682,21767
E07000179,"(55, 65]",1210,30,16328,16577,16902,17258
E07000179,"(65, 90]",3900,75,26296,26908,27390,27833
E07000180,"(15, 18]",102,9,4648,4669,4681,4646
E07000180,"(18, 25]",308,21,8229,8446,8600,8728
E07000180,"(25, 35]",610,30,15227,15492,15879,16294
E07000180,"(35, 45]",810,30,16805,16970,17111,17512
E07000180,"(45, 55]",1010,30,18779,18953,19181,19215
E07000180,"(55, 65]",1210,30,15189,15365,15702,16213
E07000180,"(65, 90]",3900,75,23516,24219,24919,25344
E07000181,"(15, 18]",102,9,3694,3691,3639,3519
E07000181,"(18, 25]",308,21,7197,7002,6810,6667
E07000181,"(25, 35]",610,30,13158,13065,13069,13049
E07000181,"(35, 45]",810,30,14238,14045,13805,13628
E07000181,"(45, 55]",1010,30,16401,16395,16451,16370
E07000181,"(55, 65]",1210,30,12896,13021,13295,13819
E07000181,"(65, 90]",3900,75,20841,21386,22013,22384
E07000187,"(15, 18]",102,9,4733,4667,4422,4230
E07000187,"(18, 25]",308,21,7444,7472,7277,7323
E07000187,"(25, 35]",610,30,11139,11362,11336,11605
E07000187,"(35, 45]",810,30,13262,13018,12765,12601
E07000187,"(45, 55]",1010,30,17323,17609,17663,17726
E07000187,"(55, 65]",1210,30,14912,14950,15257,15667
E07000187,"(65, 90]",3900,75,23100,23798,24384,24979
E07000188,"(15, 18]",102,9,4392,4300,4223,4026
E07000188,"(18, 25]",308,21,8681,8580,8326,8322
E07000188,"(25, 35]",610,30,12504,12733,12982,13141
E07000188,"(35, 45]",810,30,13621,13478,13154,12960
E07000188,"(45, 55]",1010,30,18036,18250,18289,18228
E07000188,"(55, 65]",1210,30,15902,16102,16376,16707
E07000188,"(65, 90]",3900,75,25423,26081,26791,27302
E07000189,"(15, 18]",102,9,5752,5679,5409,5295
E07000189,"(18, 25]",308,21,11361,11082,11009,10616
E07000189,"(25, 35]",610,30,17337,17766,17863,18043
E07000189,"(35, 45]",810,30,18840,18457,18082,17744
E07000189,"(45, 55]",1010,30,23672,23873,23886,23731
E07000189,"(55, 65]",1210,30,22076,22192,22482,22880
E07000189,"(65, 90]",3900,75,37529,38447,39267,40027
E07000190,"(15, 18]",102,9,4136,4096,3975,3820
E07000190,"(18, 25]",308,21,8228,7982,7916,7892
E07000190,"(25, 35]",610,30,13232,13648,13685,13782
E07000190,"(35, 45]",810,30,13594,13484,13612,13579
E07000190,"(45, 55]",1010,30,16302,16592,16831,17037
E07000190,"(55, 65]",1210,30,14437,14745,15101,15397
E07000190,"(65, 90]",3900,75,23782,24514,25135,25830
E07000191,"(15, 18]",102,9,1043,967,933,854
E07000191,"(18, 25]",308,21,2163,2132,2147,2072
E07000191,"(25, 35]",610,30,2812,2772,2827,2814
E07000191,"(35, 45]",810,30,2881,2746,2656,2630
E07000191,"(45, 55]",1010,30,4820,4773,4734,4667
E07000191,"(55, 65]",1210,30,5506,5556,5728,5784
E07000191,"(65, 90]",3900,75,10616,10843,11121,11338
E07000192,"(15, 18]",102,9,3590,3376,3263,3195
E07000192,"(18, 25]",308,21,8173,8077,7896,7726
E07000192,"(25, 35]",610,30,12578,12591,12863,13313
E07000192,"(35, 45]",810,30,12851,12511,12339,12225
E07000192,"(45, 55]",1010,30,15077,15387,15585,15665
E07000192,"(55, 65]",1210,30,11639,11602,11831,12200
E07000192,"(65, 90]",3900,75,16770,17239,17586,17860
E07000193,"(15, 18]",102,9,4060,4014,3985,4026
E07000193,"(18, 25]",308,21,9322,9060,8732,8646
E07000193,"(25, 35]",610,30,14596,14627,14663,14721
E07000193,"(35, 45]",810,30,14693,14676,14566,14550
E07000193,"(45, 55]",1010,30,17314,17437,17498,17509
E07000193,"(55, 65]",1210,30,13638,13814,14234,14662
E07000193,"(65, 90]",3900,75,20183,20609,21042,21404
E07000194,"(15, 18]",102,9,3643,3492,3396,3346
E07000194,"(18, 25]",308,21,7172,7131,7365,7362
E07000194,"(25, 35]",610,30,10565,10634,10793,11024
E07000194,"(35, 45]",810,30,13042,12811,12466,12113
E07000194,"(45, 55]",1010,30,15502,15669,15694,15715
E07000194,"(55, 65]",1210,30,13004,12959,13109,13348
E07000194,"(65, 90]",3900,75,22243,22680,23125,23380
E07000195,"(15, 18]",102,9,4553,4406,4197,4009
E07000195,"(18, 25]",308,21,14164,14711,14500,14358
E07000195,"(25, 35]",610,30,15179,15651,16391,16779
E07000195,"(35, 45]",810,30,15223,15049,14685,14679
E07000195,"(45, 55]",1010,30,17838,18029,18027,17851
E07000195,"(55, 65]",1210,30,15219,15211,15452,15774
E07000195,"(65, 90]",3900,75,23723,24212,24693,24900
E07000196,"(15, 18]",102,9,3989,3860,3595,3461
E07000196,"(18, 25]",308,21,8417,8321,8370,8194
E07000196,"(25, 35]",610,30,11294,11446,11837,12010
E07000196,"(35, 45]",810,30,13019,12761,12415,11995
E07000196,"(45, 55]",1010,30,17527,17550,17606,17362
E07000196,"(55, 65]",1210,30,14956,15001,15302,15815
E07000196,"(65, 90]",3900,75,24310,25020,25442,25752
E07000197,"(15, 18]",102,9,4428,4366,4284,4075
E07000197,"(18, 25]",308,21,10843,10710,10034,9707
E07000197,"(25, 35]",610,30,14792,15404,15876,16358
E07000197,"(35, 45]",810,30,16461,16322,16154,16100
E07000197,"(45, 55]",1010,30,20044,20136,20475,20445
E07000197,"(55, 65]",1210,30,16678,16848,17081,17410
E07000197,"(65, 90]",3900,75,26916,27459,28112,28637
E07000198,"(15, 18]",102,9,3395,3341,3296,3203
E07000198,"(18, 25]",308,21,6630,6642,6471,6353
E07000198,"(25, 35]",610,30,9287,9416,9653,9735
E07000198,"(35, 45]",810,30,11942,11484,11122,10782
E07000198,"(45, 55]",1010,30,15409,15617,15733,15680
E07000198,"(55, 65]",1210,30,13559,13343,13510,13695
E07000198,"(65, 90]",3900,75,21897,22491,22805,23108
E07000199,"(15, 18]",102,9,2914,2786,2701,2599
E07000199,"(18, 25]",308,21,6175,6058,5919,5866
E07000199,"(25, 35]",610,30,10165,10110,10044,10000
E07000199,"(35, 45]",810,30,10241,10059,9701,9528
E07000199,"(45, 55]",1010,30,10909,10959,10982,11041
E07000199,"(55, 65]",1210,30,9224,9238,9235,9302
E07000199,"(65, 90]",3900,75,12433,12820,13138,13444
E07000200,"(15, 18]",102,9,3188,3153,3108,3068
E07000200,"(18, 25]",308,21,5567,5520,5397,5483
E07000200,"(25, 35]",610,30,8227,8271,8469,8528
E07000200,"(35, 45]",810,30,10684,10426,10086,9802
E07000200,"(45, 55]",1010,30,13554,13816,13956,14060
E07000200,"(55, 65]",1210,30,12081,11970,12201,12435
E07000200,"(65, 90]",3900,75,21028,21585,22097,22523
E07000201,"(15, 18]",102,9,1880,1810,1759,1720
E07000201,"(18, 25]",308,21,6681,6087,6544,6590
E07000201,"(25, 35]",610,30,10650,10536,11107,10762
E07000201,"(35, 45]",810,30,6836,6768,6832,6914
E07000201,"(45, 55]",1010,30,7632,7751,7734,7502
E07000201,"(55, 65]",1210,30,6661,6715,6861,7007
E07000201,"(65, 90]",3900,75,10510,10873,11071,11205
E07000202,"(15, 18]",102,9,4857,4736,4615,4452
E07000202,"(18, 25]",308,21,12872,12721,12228,11525
E07000202,"(25, 35]",610,30,21731,21715,21524,20969
E07000202,"(35, 45]",810,30,18130,18107,18172,18294
E07000202,"(45, 55]",1010,30,17814,18119,18230,18121
E07000202,"(55, 65]",1210,30,14556,14747,14807,14935
E07000202,"(65, 90]",3900,75,20488,20836,21149,21291
E07000203,"(15, 18]",102,9,3590,3544,3463,3306
E07000203,"(18, 25]",308,21,6457,6270,6287,6348
E07000203,"(25, 35]",610,30,10284,10329,10348,10600
E07000203,"(35, 45]",810,30,11870,11748,11536,11441
E07000203,"(45, 55]",1010,30,15289,15402,15535,15638
E07000203,"(55, 65]",1210,30,13639,13764,14071,14271
E07000203,"(65, 90]",3900,75,21777,22447,22961,23606
E07000204,"(15, 18]",102,9,3929,3779,3660,3567
E07000204,"(18, 25]",308,21,8436,8220,7894,7708
E07000204,"(25, 35]",610,30,14383,14297,14429,14031
E07000204,"(35, 45]",810,30,13899,13768,13519,13440
E07000204,"(45, 55]",1010,30,16142,16361,16539,16503
E07000204,"(55, 65]",1210,30,12997,13031,13177,13414
E07000204,"(65, 90]",3900,75,22993,23507,23947,24281
E07000205,"(15, 18]",102,9,4745,4672,4501,4225
E07000205,"(18, 25]",308,21,7545,7421,7424,7426
E07000205,"(25, 35]",610,30,10804,10938,11094,11254
E07000205,"(35, 45]",810,30,14316,14164,13904,13638
E07000205,"(45, 55]",1010,30,18956,19144,19197,19157
E07000205,"(55, 65]",1210,30,17837,18020,18406,18812
E07000205,"(65, 90]",3900,75,31256,32171,33043,33723
E07000206,"(15, 18]",102,9,3925,3859,3725,3679
E07000206,"(18, 25]",308,21,8257,8174,8229,7976
E07000206,"(25, 35]",610,30,11904,11979,12025,12134
E07000206,"(35, 45]",810,30,12669,12511,12293,12115
E07000206,"(45, 55]",1010,30,15995,16114,16207,16195
E07000206,"(55, 65]",1210,30,14984,15127,15427,15665
E07000206,"(65, 90]",3900,75,28926,29332,29762,30184
E07000207,"(15, 18]",102,9,4803,4873,4924,4907
E07000207,"(18, 25]",308,21,7247,7163,7130,7138
E07000207,"(25, 35]",610,30,13623,13342,12794,12102
E07000207,"(35, 45]",810,30,21564,21388,21074,21020
E07000207,"(45, 55]",1010,30,21134,21373,21584,21637
E07000207,"(55, 65]",1210,30,14642,14879,15269,15694
E07000207,"(65, 90]",3900,75,22441,22869,23245,23624
E07000208,"(15, 18]",102,9,3060,3085,3091,3059
E07000208,"(18, 25]",308,21,5904,5753,5664,5517
E07000208,"(25, 35]",610,30,8863,8820,8733,8614
E07000208,"(35, 45]",810,30,11426,11620,11526,11605
E07000208,"(45, 55]",1010,30,11747,11739,11818,11886
E07000208,"(55, 65]",1210,30,8542,8601,8726,8891
E07000208,"(65, 90]",3900,75,13233,13447,13682,13855
E07000209,"(15, 18]",102,9,5030,5134,5050,4902
E07000209,"(18, 25]",308,21,18846,19605,19898,20198
E07000209,"(25, 35]",610,30,19405,19481,19876,19857
E07000209,"(35, 45]",810,30,18943,18969,18687,18295
E07000209,"(45, 55]",1010,30,19506,19642,19560,19591
E07000209,"(55, 65]",1210,30,14928,15030,15389,15605
E07000209,"(65, 90]",3900,75,22413,22766,22996,23186
E07000210,"(15, 18]",102,9,3336,3291,3187,3083
E07000210,"(18, 25]",308,21,5077,5160,5143,5080
E07000210,"(25, 35]",610,30,7997,7906,7757,7808
E07000210,"(35, 45]",810,30,11343,11235,10894,10619
E07000210,"(45, 55]",1010,30,13797,13853,13976,13886
E07000210,"(55, 65]",1210,30,11087,11221,11599,11872
E07000210,"(65, 90]",3900,75,18559,18894,18984,19281
E07000211,"(15, 18]",102,9,4956,4950,4977,4857
E07000211,"(18, 25]",308,21,9177,9072,9052,9096
E07000211,"(25, 35]",610,30,17970,17935,17618,17618
E07000211,"(35, 45]",810,30,21329,21524,21689,21849
E07000211,"(45, 55]",1010,30,21376,21663,21882,21830
E07000211,"(55, 65]",1210,30,15819,15998,16253,16791
E07000211,"(65, 90]",3900,75,24265,24713,25059,25335
E07000212,"(15, 18]",102,9,2750,2725,2768,2683
E07000212,"(18, 25]",308,21,11525,11857,11478,11777
E07000212,"(25, 35]",610,30,10353,10899,11549,12138
E07000212,"(35, 45]",810,30,11172,11152,11101,10932
E07000212,"(45, 55]",1010,30,11802,11841,11715,11728
E07000212,"(55, 65]",1210,30,8779,8932,9147,9372
E07000212,"(65, 90]",3900,75,13907,14061,14072,14094
E07000213,"(15, 18]",102,9,3201,3200,3107,3047
E07000213,"(18, 25]",308,21,6955,6822,6655,6502
E07000213,"(25, 35]",610,30,12918,12680,12439,12151
E07000213,"(35, 45]",810,30,14008,14084,14177,14263
E07000213,"(45, 55]",1010,30,14788,14827,14771,14665
E07000213,"(55, 65]",1210,30,10866,11041,11349,11666
E07000213,"(65, 90]",3900,75,17112,17329,17458,17509
E07000214,"(15, 18]",102,9,3346,3303,3214,3197
E07000214,"(18, 25]",308,21,5896,5825,5782,5856
E07000214,"(25, 35]",610,30,9804,9609,9556,9346
E07000214,"(35, 45]",810,30,12577,12343,12118,12012
E07000214,"(45, 55]",1010,30,14001,14179,14151,14100
E07000214,"(55, 65]",1210,30,10206,10374,10621,10883
E07000214,"(65, 90]",3900,75,15603,16002,16223,16460
E07000215,"(15, 18]",102,9,3262,3180,3164,3005
E07000215,"(18, 25]",308,21,5520,5289,5311,5273
E07000215,"(25, 35]",610,30,9251,9244,9346,9354
E07000215,"(35, 45]",810,30,11362,11547,11483,11347
E07000215,"(45, 55]",1010,30,13435,13539,13535,13433
E07000215,"(55, 65]",1210,30,10462,10492,10783,11012
E07000215,"(65, 90]",3900,75,16387,16742,16963,17161
E07000216,"(15, 18]",102,9,5178,5155,5154,5058
E07000216,"(18, 25]",308,21,7873,7696,7807,7925
E07000216,"(25, 35]",610,30,11155,11116,11028,10839
E07000216,"(35, 45]",810,30,17119,17123,16734,16333
E07000216,"(45, 55]",1010,30,18507,18574,18887,19109
E07000216,"(55, 65]",1210,30,14400,14533,14641,15006
E07000216,"(65, 90]",3900,75,25241,25577,25934,26244
E07000217,"(15, 18]",102,9,3356,3324,3298,3275
E07000217,"(18, 25]",308,21,6212,6082,5946,5932
E07000217,"(25, 35]",610,30,13576,13138,12537,12084
E07000217,"(35, 45]",810,30,16006,16087,16095,16042
E07000217,"(45, 55]",1010,30,14364,14479,14619,14655
E07000217,"(55, 65]",1210,30,10805,10966,11094,11275
E07000217,"(65, 90]",3900,75,15486,15840,15984,16252
E07000218,"(15, 18]",102,9,2215,2101,2067,2078
E07000218,"(18, 25]",308,21,4529,4476,4460,4435
E07000218,"(25, 35]",610,30,6744,7036,7253,7593
E07000218,"(35, 45]",810,30,7810,7652,7514,7375
E07000218,"(45, 55]",1010,30,9963,9918,10089,10070
E07000218,"(55, 65]",1210,30,8322,8454,8573,8743
E07000218,"(65, 90]",3900,75,12394,12697,13084,13301
E07000219,"(15, 18]",102,9,4538,4418,4332,4169
E07000219,"(18, 25]",308,21,10165,10014,9905,9688
E07000219,"(25, 35]",610,30,16191,16445,16660,16736
E07000219,"(35, 45]",810,30,16057,16020,15799,15793
E07000219,"(45, 55]",1010,30,18368,18508,18724,18528
E07000219,"(55, 65]",1210,30,15058,15034,15258,15560
E07000219,"(65, 90]",3900,75,22035,22698,23077,23276
E07000220,"(15, 18]",102,9,3990,3895,3868,3746
E07000220,"(18, 25]",308,21,7130,7098,7055,7112
E07000220,"(25, 35]",610,30,13419,13410,13501,13494
E07000220,"(35, 45]",810,30,14196,14232,14274,14245
E07000220,"(45, 55]",1010,30,15301,15456,15567,15605
E07000220,"(55, 65]",1210,30,11424,11567,11853,12083
E07000220,"(65, 90]",3900,75,18514,18830,19094,19331
E07000221,"(15, 18]",102,9,4219,4110,4088,4091
E07000221,"(18, 25]",308,21,7329,7280,7357,7732
E07000221,"(25, 35]",610,30,11476,11712,12292,12620
E07000221,"(35, 45]",810,30,14706,14467,14273,14161
E07000221,"(45, 55]",1010,30,18990,19158,19315,19546
E07000221,"(55, 65]",1210,30,16490,16673,17007,17448
E07000221,"(65, 90]",3900,75,28974,29529,30103,30776
E07000222,"(15, 18]",102,9,4556,4490,4319,4428
E07000222,"(18, 25]",308,21,16472,16431,15797,16420
E07000222,"(25, 35]",610,30,16997,17532,18351,19111
E07000222,"(35, 45]",810,30,18430,18183,18080,17765
E07000222,"(45, 55]",1010,30,19244,19361,19321,19418
E07000222,"(55, 65]",1210,30,15046,14962,15226,15524
E07000222,"(65, 90]",3900,75,23978,24460,25024,25300
E07000223,"(15, 18]",102,9,2118,2099,1981,1927
E07000223,"(18, 25]",308,21,4163,4101,3932,3915
E07000223,"(25, 35]",610,30,6880,6842,6754,6626
E07000223,"(35, 45]",810,30,8296,8339,8305,8207
E07000223,"(45, 55]",1010,30,9128,9204,9295,9477
E07000223,"(55, 65]",1210,30,7608,7634,7668,7816
E07000223,"(65, 90]",3900,75,13959,13978,14168,14194
E07000224,"(15, 18]",102,9,4663,4482,4445,4329
E07000224,"(18, 25]",308,21,10619,10414,10217,10031
E07000224,"(25, 35]",610,30,15350,15542,15752,15949
E07000224,"(35, 45]",810,30,17082,16964,16810,16665
E07000224,"(45, 55]",1010,30,21632,21852,22101,22106
E07000224,"(55, 65]",1210,30,20047,20275,20733,21184
E07000224,"(65, 90]",3900,75,41750,42637,43197,43805
E07000225,"(15, 18]",102,9,3855,3751,3648,3466
E07000225,"(18, 25]",308,21,9372,9525,9417,9152
E07000225,"(25, 35]",610,30,10636,10708,10895,11054
E07000225,"(35, 45]",810,30,12681,12790,12599,12397
E07000225,"(45, 55]",1010,30,16895,16979,17078,17033
E07000225,"(55, 65]",1210,30,15668,15958,16252,16862
E07000225,"(65, 90]",3900,75,29509,30018,30552,30922
E07000226,"(15, 18]",102,9,3711,3696,3737,3747
E07000226,"(18, 25]",308,21,8711,8642,8238,8149
E07000226,"(25, 35]",610,30,18610,18234,17616,17374
E07000226,"(35, 45]",810,30,16566,16812,17131,17427
E07000226,"(45, 55]",1010,30,14866,14978,15096,15176
E07000226,"(55, 65]",1210,30,10934,11174,11457,11785
E07000226,"(65, 90]",3900,75,13657,13825,13985,14113
E07000227,"(15, 18]",102,9,5134,5295,5159,4982
E07000227,"(18, 25]",308,21,8295,8476,8394,8498
E07000227,"(25, 35]",610,30,13184,13491,13719,14268
E07000227,"(35, 45]",810,30,17308,17347,17310,17299
E07000227,"(45, 55]",1010,30,21943,22100,22207,22140
E07000227,"(55, 65]",1210,30,17456,17726,18375,18886
E07000227,"(65, 90]",3900,75,27885,28875,29598,30267
E07000228,"(15, 18]",102,9,5388,5379,5203,5091
E07000228,"(18, 25]",308,21,8901,8650,8517,8678
E07000228,"(25, 35]",610,30,16401,16438,16484,16099
E07000228,"(35, 45]",810,30,20425,20675,20439,20588
E07000228,"(45, 55]",1010,30,22003,22335,22566,22923
E07000228,"(55, 65]",1210,30,17244,17445,17736,18008
E07000228,"(65, 90]",3900,75,27352,27978,28348,28900
E07000229,"(15, 18]",102,9,3555,3524,3394,3345
E07000229,"(18, 25]",308,21,7289,7150,7087,6949
E07000229,"(25, 35]",610,30,12667,12707,12653,12533
E07000229,"(35, 45]",810,30,14430,14536,14460,14513
E07000229,"(45, 55]",1010,30,16012,16198,16368,16373
E07000229,"(55, 65]",1210,30,12419,12653,12966,13331
E07000229,"(65, 90]",3900,75,22780,23198,23340,23435
E07000234,"(15, 18]",102,9,3413,3357,3320,3210
E07000234,"(18, 25]",308,21,6691,6537,6329,6257
E07000234,"(25, 35]",610,30,9701,10008,10389,10642
E07000234,"(35, 45]",810,30,12143,12128,12087,12055
E07000234,"(45, 55]",1010,30,14893,14928,15043,15094
E07000234,"(55, 65]",1210,30,12214,12251,12360,12615
E07000234,"(65, 90]",3900,75,19941,20483,20748,20973
E07000235,"(15, 18]",102,9,2821,2756,2622,2559
E07000235,"(18, 25]",308,21,4812,4706,4637,4494
E07000235,"(25, 35]",610,30,6258,6293,6468,6742
E07000235,"(35, 45]",810,30,8222,8126,7966,7894
E07000235,"(45, 55]",1010,30,11586,11628,11762,11856
E07000235,"(55, 65]",1210,30,10922,11061,11190,11405
E07000235,"(65, 90]",3900,75,19453,19857,20210,20672
E07000236,"(15, 18]",102,9,2970,2882,2839,2780
E07000236,"(18, 25]",308,21,6604,6457,6221,6113
E07000236,"(25, 35]",610,30,11904,11894,11749,11518
E07000236,"(35, 45]",810,30,11352,11428,11468,11323
E07000236,"(45, 55]",1010,30,11457,11431,11477,11604
E07000236,"(55, 65]",1210,30,10652,10492,10366,10230
E07000236,"(65, 90]",3900,75,13148,13601,14074,14398
E07000237,"(15, 18]",102,9,3549,3480,3394,3376
E07000237,"(18, 25]",308,21,11868,11844,11925,11639
E07000237,"(25, 35]",610,30,13704,14056,14139,14134
E07000237,"(35, 45]",810,30,13281,13197,13013,12660
E07000237,"(45, 55]",1010,30,13860,14029,14048,14063
E07000237,"(55, 65]",1210,30,10535,10680,10870,11070
E07000237,"(65, 90]",3900,75,15448,15765,16074,16287
E07000238,"(15, 18]",102,9,4228,4167,4002,3918
E07000238,"(18, 25]",308,21,7768,7533,7609,7656
E07000238,"(25, 35]",610,30,11822,11999,12402,12824
E07000238,"(35, 45]",810,30,14435,14199,14102,13917
E07000238,"(45, 55]",1010,30,18980,19257,19488,19524
E07000238,"(55, 65]",1210,30,16746,16984,17315,17874
E07000238,"(65, 90]",3900,75,27326,28228,29099,29827
E07000239,"(15, 18]",102,9,3392,3270,3079,2988
E07000239,"(18, 25]",308,21,7012,6957,6920,6785
E07000239,"(25, 35]",610,30,10699,10851,11084,11231
E07000239,"(35, 45]",810,30,12125,11768,11518,11339
E07000239,"(45, 55]",1010,30,14295,14641,14858,14910
E07000239,"(55, 65]",1210,30,12742,12559,12560,12738
E07000239,"(65, 90]",3900,75,22332,22812,23305,23539
E07000240,"(15, 18]",102,9,5292,5306,5303,5294
E07000240,"(18, 25]",308,21,8570,8478,8103,7956
E07000240,"(25, 35]",610,30,17827,17496,17131,16523
E07000240,"(35, 45]",810,30,23138,23250,23110,22848
E07000240,"(45, 55]",1010,30,21354,21527,21745,22192
E07000240,"(55, 65]",1210,30,15176,15285,15504,15829
E07000240,"(65, 90]",3900,75,22707,23126,23380,23626
E07000241,"(15, 18]",102,9,4094,4128,4089,4035
E07000241,"(18, 25]",308,21,16752,17904,18375,17834
E07000241,"(25, 35]",610,30,16506,17126,17225,17576
E07000241,"(35, 45]",810,30,14582,14908,14936,15088
E07000241,"(45, 55]",1010,30,15038,15154,15307,15200
E07000241,"(55, 65]",1210,30,11436,11776,12039,12233
E07000241,"(65, 90]",3900,75,17484,17635,17697,17867
E07000242,"(15, 18]",102,9,5529,5624,5576,5475
E07000242,"(18, 25]",308,21,9512,9499,9253,9133
E07000242,"(25, 35]",610,30,16829,16872,16791,16826
E07000242,"(35, 45]",810,30,21218,21268,21142,20952
E07000242,"(45, 55]",1010,30,23263,23437,23513,23549
E07000242,"(55, 65]",1210,30,16225,16585,17126,17879
E07000242,"(65, 90]",3900,75,23395,24138,24692,25047
E07000243,"(15, 18]",102,9,3010,3038,2951,2865
E07000243,"(18, 25]",308,21,7335,7115,7014,6837
E07000243,"(25, 35]",610,30,12939,13222,13237,13255
E07000243,"(35, 45]",810,30,11364,11429,11559,11553
E07000243,"(45, 55]",1010,30,12812,12807,12853,12551
E07000243,"(55, 65]",1210,30,9139,9326,9536,9875
E07000243,"(65, 90]",3900,75,12339,12488,12524,12597
E07000244,"(15, 18]",102,9,8670,8531,8226,7904
E07000244,"(18, 25]",308,21,15802,15595,15653,15402
E07000244,"(25, 35]",610,30,22708,22917,23119,23388
E07000244,"(35, 45]",810,30,26985,26675,26197,25753
E07000244,"(45, 55]",1010,30,34951,35258,35404,35352
E07000244,"(55, 65]",1210,30,32821,33147,33833,34477
E07000244,"(65, 90]",3900,75,60182,61503,62805,63907
E07000245,"(15, 18]",102,9,5809,5589,5419,5287
E07000245,"(18, 25]",308,21,15117,14307,14438,14298
E07000245,"(25, 35]",610,30,25033,24833,25536,24793
E07000245,"(35, 45]",810,30,20735,20536,20351,20354
E07000245,"(45, 55]",1010,30,23774,24112,24273,24005
E07000245,"(55, 65]",1210,30,19658,19746,20038,20421
E07000245,"(65, 90]",3900,75,33503,34380,35018,35486
E07000246,"(15, 18]",102,9,5179,5063,4908,4674
E07000246,"(18, 25]",308,21,10391,10114,10063,9964
E07000246,"(25, 35]",610,30,16044,16420,16512,16596
E07000246,"(35, 45]",810,30,16475,16230,16268,16209
E07000246,"(45, 55]",1010,30,21122,21365,21565,21704
E07000246,"(55, 65]",1210,30,19943,20301,20829,21181
E07000246,"(65, 90]",3900,75,34398,35357,36256,37168
E08000001,"(15, 18]",102,9,10963,10771,10486,10204
E08000001,"(18, 25]",308,21,24023,23984,23411,23105
E08000001,"(25, 35]",610,30,37173,37539,37971,38081
E08000001,"(35, 45]",810,30,36484,36053,35465,35055
E08000001,"(45, 55]",1010,30,39197,39554,39895,39854
E08000001,"(55, 65]",1210,30,30727,30884,31351,31876
E08000001,"(65, 90]",3900,75,44430,45186,45718,46286
E08000002,"(15, 18]",102,9,6829,6732,6547,6428
E08000002,"(18, 25]",308,21,14399,14173,14088,14008
E08000002,"(25, 35]",610,30,24055,24472,24900,24963
E08000002,"(35, 45]",810,30,24349,24055,23845,23839
E08000002,"(45, 55]",1010,30,27634,27553,27641,27353
E08000002,"(55, 65]",1210,30,21174,21362,21633,22047
E08000002,"(65, 90]",3900,75,31327,31800,32201,32645
E08000003,"(15, 18]",102,9,18028,18120,17870,17555
E08000003,"(18, 25]",308,21,93283,94844,93576,92736
E08000003,"(25, 35]",610,30,105807,109067,111333,111836
E08000003,"(35, 45]",810,30,65633,67516,68150,68535
E08000003,"(45, 55]",1010,30,55808,56692,57015,57147
E08000003,"(55, 65]",1210,30,38602,39355,40154,41147
E08000003,"(65, 90]",3900,75,46452,46948,47265,47605
E08000004,"(15, 18]",102,9,9320,9239,9164,9183
E08000004,"(18, 25]",308,21,19618,19756,19627,19854
E08000004,"(25, 35]",610,30,31048,31451,31837,32223
E08000004,"(35, 45]",810,30,28853,28761,28446,28508
E08000004,"(45, 55]",1010,30,30953,31352,31651,31644
E08000004,"(55, 65]",1210,30,24197,24458,24992,25403
E08000004,"(65, 90]",3900,75,34089,34686,35063,35574
E08000005,"(15, 18]",102,9,8490,8196,8002,7792
E08000005,"(18, 25]",308,21,18826,18649,18361,18270
E08000005,"(25, 35]",610,30,28710,29295,29908,30277
E08000005,"(35, 45]",810,30,27150,27233,27303,27324
E08000005,"(45, 55]",1010,30,29656,29772,30006,30052
E08000005,"(55, 65]",1210,30,24244,24457,24783,25160
E08000005,"(65, 90]",3900,75,32053,32731,33216,33678
E08000006,"(15, 18]",102,9,8246,7979,7983,7821
E08000006,"(18, 25]",308,21,26755,26546,26674,26837
E08000006,"(25, 35]",610,30,42290,43272,44434,45280
E08000006,"(35, 45]",810,30,30678,31122,31433,31957
E08000006,"(45, 55]",1010,30,31489,31629,31735,31580
E08000006,"(55, 65]",1210,30,23709,23955,24379,25129
E08000006,"(65, 90]",3900,75,33529,33974,34220,34309
E08000007,"(15, 18]",102,9,10111,9933,9751,9568
E08000007,"(18, 25]",308,21,20348,20261,19651,19021
E08000007,"(25, 35]",610,30,34649,35057,35428,35932
E08000007,"(35, 45]",810,30,37768,37771,37652,37490
E08000007,"(45, 55]",1010,30,42677,42505,42636,42395
E08000007,"(55, 65]",1210,30,34305,34615,35035,35651
E08000007,"(65, 90]",3900,75,53156,53969,54568,54926
E08000008,"(15, 18]",102,9,7960,7699,7555,7361
E08000008,"(18, 25]",308,21,18149,18118,17801,17542
E08000008,"(25, 35]",610,30,29054,29554,30047,30479
E08000008,"(35, 45]",810,30,28279,27935,27414,27340
E08000008,"(45, 55]",1010,30,33011,33307,33271,33040
E08000008,"(55, 65]",1210,30,25414,25649,26204,26800
E08000008,"(65, 90]",3900,75,35931,36622,37100,37343
E08000009,"(15, 18]",102,9,8560,8553,8316,8307
E08000009,"(18, 25]",308,21,15526,15211,15023,14673
E08000009,"(25, 35]",610,30,29349,29061,28829,28641
