PCON18CD,FID,Total_Population,young_adults,white,christian,english_speaking,single_ethnicity_household,own_home,not_good_health,degree_educated,no_car,private_transport_to_work,professionals
S14000008,8375.363636363636,113870.0,0.2704487573548784,0.9583911478001229,0.532510757881795,0.8672170018442084,0.23737595503644512,0.2836655835602002,0.1590410116799859,0.26999121962572337,0.2049220922701817,0.635041576614528,0.25299461518736954
S14000009,8526.5,232132.0,0.29178656971033723,0.951846363276067,0.5361690762152569,0.8720814019609532,0.2398032154119208,0.29552151362156015,0.15980562783244015,0.2637075718015666,0.20633552418920376,0.6104363667910125,0.24369740609004945
S14000010,8673.333333333334,124064.33333333333,0.28589385272619666,0.9760770193584725,0.5840923968609419,0.8761292653334324,0.2601686116093304,0.2994863304384866,0.19781621552730178,0.22704048635560278,0.2873634870951444,0.6432570554878417,0.23337334510410612
S14000011,8427.888888888889,337727.0,0.3382613767924981,0.9642166602018791,0.6836172411444748,0.8662766080295621,0.27002282908976777,0.26314745341651685,0.20844942808836725,0.17156260880719823,0.31928519568761216,0.660855352764914,0.2014089057540876
S14000012,8500.857142857143,237998.0,0.30957770652169886,0.9562887500203353,0.6583517244352534,0.8806625680983095,0.26391243337286246,0.2946770973311268,0.18386527218788737,0.24720556579695518,0.26379966957655243,0.6514968437431135,0.2629171882500954
S14000013,8597.2,151324.0,0.2681993603129708,0.9720070841373476,0.5630897940842167,0.8566255187544607,0.24493801379820784,0.2882094049853295,0.1947278686791256,0.2150760938490805,0.2190203000882613,0.6325651088119872,0.20626471637531213
S14000014,8526.818181818182,170655.81818181818,0.27778931617411917,0.9669617253786155,0.5638728477498905,0.862820013838001,0.2464392908520282,0.28963881883514486,0.18519007228928516,0.23102131043621155,0.22667580650161565,0.6373028743749973,0.22546937923129848
S14000015,8406.666666666666,133361.33333333334,0.3281736329063186,0.9298170569179357,0.504757104340789,0.8549948375010572,0.24701854388601788,0.259977426852596,0.17241830774695205,0.24286565218306422,0.33623069029544894,0.5955865288745776,0.22806253967068754
S14000016,8306.333333333334,142053.0,0.34903069888956123,0.9130394035148264,0.494059900764404,0.852824560654145,0.24221468747709807,0.24554219780704592,0.17910807001167464,0.24613090618934766,0.38709557047107185,0.5663209697824547,0.22738336718956983
S14000018,8575.0,166053.375,0.2881861292172965,0.9331981659842543,0.6146295152880831,0.8915142660360011,0.2527046466513165,0.3220644862609972,0.16035380614951972,0.3369455451816573,0.22961826732017968,0.6137666018999868,0.3333285481110054
S14000019,8676.636363636364,313830.0,0.3175700219864258,0.9646815154701591,0.6132651435490554,0.8748080170793103,0.2645381257368639,0.3028869132970079,0.19580027403371256,0.22040209641333713,0.2822728970888296,0.6549081177047312,0.24179551386515105
S14000020,8679.166666666666,99717.0,0.29667960327727466,0.9573192133738481,0.5147166481141631,0.8731309606185506,0.24516381359246667,0.281536748999669,0.1605443404835685,0.2698393123604928,0.23479780911315698,0.603194689347578,0.25827196348926457
S14000021,8727.4,90574.0,0.2755095281206527,0.9265793715635834,0.5977212003444697,0.8974981782851591,0.24703557312252963,0.33700620487115507,0.1442246119195354,0.3523867185887469,0.18595030221625253,0.6473078822948275,0.3625479265165949
S14000022,8517.125,476626.0,0.416584491823778,0.8386491714677755,0.4333901213949721,0.8597915346623977,0.2047265570908847,0.278665032960854,0.13882792797707214,0.4143745178327696,0.39916431668093844,0.375704903086378,0.35177618693861007
S14000023,8624.166666666666,476626.0,0.416584491823778,0.8386491714677756,0.4333901213949722,0.8597915346623978,0.2047265570908847,0.278665032960854,0.13882792797707214,0.4143745178327696,0.39916431668093844,0.375704903086378,0.35177618693861007
S14000024,8613.166666666666,476626.0,0.416584491823778,0.8386491714677756,0.4333901213949722,0.8597915346623978,0.2047265570908847,0.278665032960854,0.13882792797707214,0.4143745178327696,0.39916431668093844,0.375704903086378,0.35177618693861007
S14000025,8634.5,476626.0,0.416584491823778,0.8386491714677755,0.4333901213949721,0.8597915346623977,0.2047265570908847,0.278665032960854,0.13882792797707214,0.4143745178327696,0.39916431668093844,0.375704903086378,0.35177618693861007
S14000026,8702.857142857143,476626.0,0.416584491823778,0.8386491714677755,0.4333901213949721,0.8597915346623977,0.2047265570908847,0.278665032960854,0.13882792797707214,0.4143745178327696,0.3991643166809385,0.375704903086378,0.35177618693861007
S14000027,8306.111111111111,27684.0,0.2728651928912007,0.9787241728073978,0.7387660742667245,0.8785941337956943,0.2494581707845687,0.3319968212686028,0.18292154312960557,0.2641484830044336,0.22829198473282444,0.6466362343785078,0.22599715632717204
S14000028,8669.142857142857,155990.0,0.33184178472979037,0.9637733188024873,0.5293544457978075,0.8609974998397333,0.266844028463363,0.2851593050836592,0.18231296878005002,0.20244802645498503,0.2516149682826048,0.6998631974954618,0.21279366499171287
S14000029,8610.875,593245.0,0.40615934394727304,0.845557906092761,0.5443855405439574,0.8332071909582045,0.23128049962494418,0.21949953223373142,0.22522566561875787,0.2591244689701739,0.5082133618954612,0.4370009932015737,0.25213076384130334
S14000030,8646.4,593245.0,0.40615934394727304,0.8455579060927609,0.5443855405439574,0.8332071909582044,0.23128049962494415,0.21949953223373142,0.22522566561875784,0.2591244689701739,0.5082133618954612,0.4370009932015737,0.25213076384130334
S14000031,8644.0,593245.0,0.40615934394727304,0.8455579060927609,0.5443855405439574,0.8332071909582044,0.23128049962494415,0.21949953223373142,0.22522566561875784,0.2591244689701739,0.5082133618954612,0.4370009932015737,0.25213076384130334
S14000032,8635.111111111111,538998.4444444445,0.391178618267276,0.8566868279837443,0.5533054103527353,0.8406112639839565,0.23400102623146765,0.23252365338005088,0.2169879691782197,0.2690065103938543,0.47283620702875884,0.45944741970295955,0.26244159358983693
S14000033,8644.5,593245.0,0.40615934394727304,0.845557906092761,0.5443855405439574,0.8332071909582045,0.23128049962494415,0.21949953223373142,0.22522566561875784,0.2591244689701739,0.5082133618954612,0.4370009932015737,0.25213076384130334
S14000034,8549.6,593245.0,0.40615934394727304,0.8455579060927609,0.5443855405439574,0.8332071909582044,0.23128049962494415,0.21949953223373142,0.22522566561875784,0.2591244689701739,0.5082133618954612,0.4370009932015737,0.25213076384130334
